hour,day_of_week,temperature,industrial_index,demand,lag_1,lag_24
0,2,25.34361828956846,0.5311831350612847,112.6818150518393,115.80440845503769,127.53110129033392
1,2,24.53105507014987,0.7622640442998251,123.69536766731005,112.6818150518393,131.00355562702217
2,2,27.824083969394795,1.095077930700255,142.14197904982578,123.69536766731005,126.28998188973178
3,2,28.15045162551642,0.5514258134842503,133.0567728876753,142.14197904982578,148.1544135889889
4,2,28.653205018616234,0.9963662472012363,140.25366040631096,133.0567728876753,142.75232789118735
5,2,30.44130542028621,1.0968428489168893,151.95090449235076,140.25366040631096,142.82199428982463
6,2,31.03099952249595,0.8342438908169608,144.19287923293746,151.95090449235076,144.09986000496252
7,2,30.76090925056154,1.270912203745822,150.58806292557608,144.19287923293746,141.4156911279012
8,2,28.490909495699555,0.6065982531337718,130.93383010129614,150.58806292557608,139.78980364838645
9,2,28.226321530081524,0.5751377817358088,129.1190574472803,130.93383010129614,143.46081701340216
10,2,27.831263431403563,1.2281887562036033,139.06177153125552,129.1190574472803,128.33212104223904
11,2,27.269640352634966,0.9954913162061985,132.54854614754558,139.06177153125552,125.86222709438566
12,2,24.52082576215471,1.188402396427736,128.29142139601373,132.54854614754558,117.12936839440982
13,2,23.52024579782358,0.9348273386037462,118.15798597715713,128.29142139601373,112.77451701796556
14,2,21.393665025993972,0.7464020332391068,109.02618522600912,118.15798597715713,106.28896603113928
15,2,20.268259469986596,1.3191023176741998,118.41943630595075,109.02618522600912,107.80412726834996
16,2,21.48239880347201,1.2994158789689791,118.14152355480319,118.41943630595075,113.70729296267828
17,2,21.526610897125483,1.1946964708544268,107.8331990430991,118.14152355480319,103.55573261213227
18,2,19.927989878419666,0.7721451372299627,92.63711909673272,107.8331990430991,105.8852999069842
19,2,21.17390376644668,1.090230666869087,112.29612234110225,92.63711909673272,106.05978905850064
20,2,21.031509006125443,0.8609738969400268,101.52160581796078,112.29612234110225,108.1892944952597
21,2,20.81934633946214,0.5915820733266342,100.72497012791345,101.52160581796078,112.22837104691318
22,2,22.86139560550841,1.4173135754622428,120.55872364208359,100.72497012791345,115.91215822082916
23,2,25.243941340953363,0.6368186309189614,110.2301235365207,120.55872364208359,115.80440845503769
0,3,24.964173960890047,1.4502373538208024,135.5574831828105,110.2301235365207,112.6818150518393
1,3,27.85873888132661,0.9460057729579557,134.5032491537455,135.5574831828105,123.69536766731005
2,3,24.880254895910255,0.6851329288386196,121.73363716641275,134.5032491537455,142.14197904982578
3,3,29.35743641030796,1.041900947378358,133.85083270361383,121.73363716641275,133.0567728876753
4,3,29.41717408716036,1.3729458358764082,148.31478558493583,133.85083270361383,140.25366040631096
5,3,29.530621780979473,1.2322248864095613,149.5404115692485,148.31478558493583,151.95090449235076
6,3,30.0917607765355,1.3065611478614496,146.8780098039776,149.5404115692485,144.19287923293746
7,3,27.842060216844448,1.1587833667107175,144.0691257901314,146.8780098039776,150.58806292557608
8,3,29.11045513108468,1.1922765645178526,145.68076604285181,144.0691257901314,130.93383010129614
9,3,28.892646477444483,1.3491956515653194,148.57814829686407,145.68076604285181,129.1190574472803
10,3,28.977894044741515,0.7496680088591859,133.30788937190923,148.57814829686407,139.06177153125552
11,3,25.775825007238957,0.9894249636431405,126.00913291572127,133.30788937190923,132.54854614754558
12,3,24.191506397106814,0.7212094418196022,121.39691613559916,126.00913291572127,128.29142139601373
13,3,23.20414773090286,1.4876680079966471,128.09787645163254,121.39691613559916,118.15798597715713
14,3,23.415402117702072,1.4440593396866133,125.63007741060662,128.09787645163254,109.02618522600912
15,3,21.79321720372695,0.5394268113685059,99.50409894573896,125.63007741060662,118.41943630595075
16,3,20.14011277731077,1.2055751725156885,109.40162821351639,99.50409894573896,118.14152355480319
17,3,20.683638301668015,1.4252483174156658,112.55857654667797,109.40162821351639,107.8331990430991
18,3,20.09707754934804,0.6805753451273335,98.28682382147248,112.55857654667797,92.63711909673272
19,3,21.139015859087547,1.0679452305526294,114.11280350676404,98.28682382147248,112.29612234110225
20,3,19.967819887200456,1.4154882975880418,110.4694482595233,114.11280350676404,101.52160581796078
21,3,21.136803947469495,0.5339459785857988,96.04077546115927,110.4694482595233,100.72497012791345
22,3,22.10789184686784,1.19742026724684,122.5777000211533,96.04077546115927,120.55872364208359
23,3,22.242389826355275,0.7973490073725508,112.21559831768076,122.5777000211533,110.2301235365207
0,4,25.296120277064578,1.4243961953765303,132.07294624568001,112.21559831768076,135.5574831828105
1,4,26.55515049769249,1.4710582451653678,143.23937041190578,132.07294624568001,134.5032491537455
2,4,27.505113456642462,1.444266489113434,142.07871007634301,143.23937041190578,121.73363716641275
3,4,28.30094677255759,0.9742142166574638,143.63527483077075,142.07871007634301,133.85083270361383
4,4,27.914756276871778,1.3620426509893133,148.764397225392,143.63527483077075,148.31478558493583
5,4,29.40898380867998,1.3445493985350705,148.90447962651496,148.764397225392,149.5404115692485
6,4,29.65728548347323,0.8191004732432556,147.16850507160808,148.90447962651496,146.8780098039776
7,4,29.02735186222372,1.3289154741506772,147.47512670134168,147.16850507160808,144.0691257901314
8,4,29.168841307256187,0.5370076347154926,134.96437546269453,147.47512670134168,145.68076604285181
9,4,28.939584762747277,1.096269878482053,142.77351264822056,134.96437546269453,148.57814829686407
10,4,29.38618590121053,0.730008837287703,137.27777241637153,142.77351264822056,133.30788937190923
11,4,26.468673038344445,0.6205668857772788,127.62140783344024,137.27777241637153,126.00913291572127
12,4,25.257550390722763,0.5769532016292092,117.150177261227,127.62140783344024,121.39691613559916
13,4,23.63145885872123,1.1962887758781398,121.3402491729415,117.150177261227,128.09787645163254
14,4,20.581228784700958,0.8398749637680661,109.33987327358058,121.3402491729415,125.63007741060662
15,4,21.437952218618047,1.2247667715287616,113.26702594668954,109.33987327358058,99.50409894573896
16,4,20.730103191018834,0.5653563407989424,105.147240902752,113.26702594668954,109.40162821351639
17,4,22.633612981039946,0.8152903378306103,107.32338044904962,105.147240902752,112.55857654667797
18,4,19.807639035218877,1.0394912923753372,104.30913926400818,107.32338044904962,98.28682382147248
19,4,20.47191821088827,1.2907231648389637,112.65308237325983,104.30913926400818,114.11280350676404
20,4,20.635161211372566,0.8187525029320699,99.94373957495306,112.65308237325983,110.4694482595233
21,4,20.29578805644773,1.125891376437009,108.12349371423822,99.94373957495306,96.04077546115927
22,4,23.642822814515018,1.3859777482361872,128.60644231758704,108.12349371423822,122.5777000211533
23,4,24.45783780717417,1.1158631881823045,121.67406609005502,128.60644231758704,112.21559831768076
0,5,25.791031947043045,0.7329594747536338,113.10052044111295,121.67406609005502,132.07294624568001
1,5,25.384707770717863,0.524400781556538,115.45557988117355,113.10052044111295,143.23937041190578
2,5,28.9027943109361,1.3700988739009299,143.7646785638798,115.45557988117355,142.07871007634301
3,5,27.133682843140456,0.5212694108503871,123.92068164714934,143.7646785638798,143.63527483077075
4,5,29.91698411272246,1.3747016726841994,148.97639877439076,123.92068164714934,148.764397225392
5,5,32.02008475725532,1.028937134027212,142.0077851922372,148.97639877439076,148.90447962651496
6,5,29.009463674869313,1.439067698512896,142.534849319771,142.0077851922372,147.16850507160808
7,5,29.263331401842567,1.2987832357736653,148.6655867379156,142.534849319771,147.47512670134168
8,5,29.429778384009836,1.4979341105333375,146.51045350000442,148.6655867379156,134.96437546269453
9,5,28.03205825181654,0.8507118154517102,129.3969215751676,146.51045350000442,142.77351264822056
10,5,25.949336568933866,1.267188288931127,136.22702134203746,129.3969215751676,137.27777241637153
11,5,26.362658200318634,0.9019309136092422,125.0208151520493,136.22702134203746,127.62140783344024
12,5,23.937696286273894,0.9798756203039088,118.84056829487079,125.0208151520493,117.150177261227
13,5,24.17949720512258,1.12750546321837,124.8159202582906,118.84056829487079,121.3402491729415
14,5,21.5805757657662,1.3736771141863389,113.70413912411874,124.8159202582906,109.33987327358058
15,5,23.014400499084804,1.484083469199295,121.42292295453375,113.70413912411874,113.26702594668954
16,5,19.886619688741572,1.2682734138645182,106.64949299162036,121.42292295453375,105.147240902752
17,5,19.848309352348984,0.9177667821673338,99.19847292174374,106.64949299162036,107.32338044904962
18,5,20.813517217369668,0.9213570022770702,104.63957975951833,99.19847292174374,104.30913926400818
19,5,18.9395065521207,1.2375823015888914,104.49490814199741,104.63957975951833,112.65308237325983
20,5,20.89733291568194,0.7387771457683023,99.52484294603444,104.49490814199741,99.94373957495306
21,5,22.77160884834969,0.6104741131313947,103.89915415939119,99.52484294603444,108.12349371423822
22,5,20.89251676543877,0.8546221576407765,102.78261849506443,103.89915415939119,128.60644231758704
23,5,23.8905386330197,0.7872389916540817,108.42003764607881,102.78261849506443,121.67406609005502
0,6,25.259882794248423,0.7963081204559901,113.31150041555355,108.42003764607881,113.10052044111295
1,6,27.075918097289914,0.7336077510499099,115.51311189847524,113.31150041555355,115.45557988117355
2,6,26.263049289121916,0.5420931896363619,124.53658376079204,115.51311189847524,143.7646785638798
3,6,27.215077292848463,0.5178739347334138,118.54907599506562,124.53658376079204,123.92068164714934
4,6,29.85206858453909,1.4877223897360317,147.45507813088588,118.54907599506562,148.97639877439076
5,6,30.126613804678527,0.9277731337358623,137.6375086472982,147.45507813088588,142.0077851922372
6,6,30.250492850345875,0.8843266471596817,139.1097387373127,137.6375086472982,142.534849319771
7,6,30.176077340942317,1.17964728269307,146.0515702362546,139.1097387373127,148.6655867379156
8,6,28.650102297343704,0.7182538878650642,132.90695685491232,146.0515702362546,146.51045350000442
9,6,28.76778760309374,1.4499611839502253,141.85663438135063,132.90695685491232,129.3969215751676
10,6,27.793072473298682,1.2863450144155522,135.81168009354917,141.85663438135063,136.22702134203746
11,6,25.57974380748624,0.5894110023122595,116.38363796370777,135.81168009354917,125.0208151520493
12,6,26.865774511144757,0.9175807757849284,121.33709115943743,116.38363796370777,118.84056829487079
13,6,24.179737695399183,1.3791183075621647,128.17568781907642,121.33709115943743,124.8159202582906
14,6,21.30869650279735,1.4447320222914102,117.98495830633765,128.17568781907642,113.70413912411874
15,6,22.121019702701094,0.9674015112498697,108.72363517668357,117.98495830633765,121.42292295453375
16,6,19.695191310850486,1.1134113892107078,104.98700017407299,108.72363517668357,106.64949299162036
17,6,20.957455472297113,0.6670339460920752,99.11675317600101,104.98700017407299,99.19847292174374
18,6,21.158595579007404,1.4911686261369765,112.68362835686546,99.11675317600101,104.63957975951833
19,6,19.349688550202945,0.7316717013834434,89.78305702131652,112.68362835686546,104.49490814199741
20,6,21.63324911032213,1.4427317741351255,114.65994352076032,89.78305702131652,99.52484294603444
21,6,21.87724702100376,1.1496466489923685,107.72228852861393,114.65994352076032,103.89915415939119
22,6,23.322060159994486,1.1077367948788592,112.21300617231687,107.72228852861393,102.78261849506443
23,6,25.602697757141343,1.0126885110165085,120.63006733985291,112.21300617231687,108.42003764607881
0,0,24.75461188399713,0.7306698117177587,122.83746921665035,120.63006733985291,113.31150041555355
1,0,25.54035906115511,0.6765280320055083,122.26328394365378,122.83746921665035,115.51311189847524
2,0,26.610485570374475,0.7204862090701754,128.55719435994936,122.26328394365378,124.53658376079204
3,0,27.7197236209673,0.6864382621442545,136.34592513059087,128.55719435994936,118.54907599506562
4,0,29.253025309508086,1.2795844735667532,148.4802536666613,136.34592513059087,147.45507813088588
5,0,30.170781106261984,0.8501252591667301,149.80837500129044,148.4802536666613,137.6375086472982
6,0,30.27669079933002,0.5578426765633964,138.4067640668226,149.80837500129044,139.1097387373127
7,0,30.656812380481366,1.4691026301408114,150.0726473492022,138.4067640668226,146.0515702362546
8,0,29.3431289108001,1.3837858849634257,152.28225442202668,150.0726473492022,132.90695685491232
9,0,29.989067983090056,1.427752283195213,151.74772459659818,152.28225442202668,141.85663438135063
10,0,27.235343166762043,1.4949078226464354,148.23810104870103,151.74772459659818,135.81168009354917
11,0,29.014264392102227,0.6738952492194873,131.1141682734293,148.23810104870103,116.38363796370777
12,0,25.625667347765006,0.8962420189026588,123.76080712163186,131.1141682734293,121.33709115943743
13,0,22.848747218071114,1.2582384757040912,119.60117879033075,123.76080712163186,128.17568781907642
14,0,21.429107501938887,1.1960206180537922,116.15155759309555,119.60117879033075,117.98495830633765
15,0,21.946938509310453,0.6538959063398551,102.34916597092464,116.15155759309555,108.72363517668357
16,0,20.44641019575196,1.3158331249906179,111.80765850405774,102.34916597092464,104.98700017407299
17,0,20.88437136264675,0.7244405718366607,103.36403111239787,111.80765850405774,99.11675317600101
18,0,20.473237624573546,0.7238176148226231,105.43254105865377,103.36403111239787,112.68362835686546
19,0,20.097541955897782,1.0369744228934135,107.4593286962421,105.43254105865377,89.78305702131652
20,0,19.823079263009404,1.092939934841703,104.25705399890293,107.4593286962421,114.65994352076032
21,0,19.949618869381396,1.080086207837811,110.76370208831396,104.25705399890293,107.72228852861393
22,0,22.053485047932977,0.5914868373977549,109.526601303758,110.76370208831396,112.21300617231687
23,0,24.562303568810865,1.3774608626303804,127.25628522624596,109.526601303758,120.63006733985291
0,1,25.214093744130203,0.7656000425887061,120.33813684001576,127.25628522624596,122.83746921665035
1,1,25.048356446800614,0.6295149212828042,120.31926635447012,120.33813684001576,122.26328394365378
2,1,27.67318092585118,1.3887480798689773,140.7666285098352,120.31926635447012,128.55719435994936
3,1,28.920851285661573,1.4556514982297535,150.97064164931524,140.7666285098352,136.34592513059087
4,1,28.446269582721058,1.3621276172654506,147.43250110277216,150.97064164931524,148.4802536666613
5,1,29.98335423739087,1.3095160747248782,152.0748855638911,147.43250110277216,149.80837500129044
6,1,30.058208718446,1.1552419806390217,145.55878051626613,152.0748855638911,138.4067640668226
7,1,28.686658833614718,1.0508573706091393,141.73734844133267,145.55878051626613,150.0726473492022
8,1,29.687914379270477,0.5869867599114101,136.94296206809685,141.73734844133267,152.28225442202668
9,1,29.096318432300972,0.9084532130706987,137.31426948160612,136.94296206809685,151.74772459659818
10,1,28.583051243175277,0.872688517012314,139.80076438029704,137.31426948160612,148.23810104870103
11,1,27.34789727754751,0.7597537837603262,126.28015212448295,139.80076438029704,131.1141682734293
12,1,23.62233063204291,1.223420113688585,127.38711771511318,126.28015212448295,123.76080712163186
13,1,22.768079734572275,0.9958757350787708,120.66325621531404,127.38711771511318,119.60117879033075
14,1,23.01503526720866,0.5810462159076479,103.39589765377119,120.66325621531404,116.15155759309555
15,1,21.978252044979474,0.7201832019498113,101.00667388114738,103.39589765377119,102.34916597092464
16,1,21.184920667383857,1.183258763659596,107.79779362640497,101.00667388114738,111.80765850405774
17,1,24.023102359209382,0.5761308594903002,108.69731595561564,107.79779362640497,103.36403111239787
18,1,20.570890510693168,1.3512069140487686,111.51034486468437,108.69731595561564,105.43254105865377
19,1,21.305936508735254,0.9951465270139743,115.53014315186407,111.51034486468437,107.4593286962421
20,1,21.62387474457101,0.980586577326648,107.50648420185844,115.53014315186407,104.25705399890293
21,1,22.115857345373062,1.0924077846595175,114.5624564816621,107.50648420185844,110.76370208831396
22,1,22.184730755359652,1.324680965925149,125.48941068692591,114.5624564816621,109.526601303758
23,1,24.46487399498066,0.847809207902193,124.31602036145735,125.48941068692591,127.25628522624596
0,2,24.227174785462427,1.1780161525590636,133.19918335201532,124.31602036145735,120.33813684001576
1,2,26.057276618772594,1.0657319639957912,134.64248166026564,133.19918335201532,120.31926635447012
2,2,27.014636452170897,0.7670282701694213,132.4420258851646,134.64248166026564,140.7666285098352
3,2,28.61740804531906,1.378629986355158,148.65606447721032,132.4420258851646,150.97064164931524
4,2,31.6447855855957,1.297426021606928,155.23342886967424,148.65606447721032,147.43250110277216
5,2,27.962363938853592,1.1584518346584254,142.09946568478077,155.23342886967424,152.0748855638911
6,2,30.686260190374515,1.350581729094242,150.92955831236694,142.09946568478077,145.55878051626613
7,2,28.216913260255687,1.3672942009598024,148.42884543036524,150.92955831236694,141.73734844133267
8,2,28.858195153132762,1.2083629767150348,145.03335001083582,148.42884543036524,136.94296206809685
9,2,29.624484502900103,1.337013328363672,146.7006192369573,145.03335001083582,137.31426948160612
10,2,27.564280019095463,1.1974714616692836,141.16715161394674,146.7006192369573,139.80076438029704
11,2,25.2163504475833,1.1801407717603003,134.48962240710932,141.16715161394674,126.28015212448295
12,2,24.284696290740033,1.1186113782151843,126.2068408046593,134.48962240710932,127.38711771511318
13,2,24.385502523422073,1.2527166395576412,130.66973763013755,126.2068408046593,120.66325621531404
14,2,21.769633368282864,0.6586051052930737,103.2863015000267,130.66973763013755,103.39589765377119
15,2,21.68092468364924,1.3808707591989284,118.32721836157242,103.2863015000267,101.00667388114738
16,2,20.715444820981624,1.371843527745232,113.05703919721509,118.32721836157242,107.79779362640497
17,2,19.51877052094884,0.5292472830345591,89.363618588479,113.05703919721509,108.69731595561564
18,2,22.143944089325327,1.3258167505647627,115.55618113241782,89.363618588479,111.51034486468437
19,2,20.804289890872667,0.6288698674734452,99.16147634317369,115.55618113241782,115.53014315186407
20,2,18.6447303944202,0.8351188542591419,104.87193306590524,99.16147634317369,107.50648420185844
21,2,21.65092040883669,1.2435082562916078,117.99337318530439,104.87193306590524,114.5624564816621
22,2,21.83821353523161,0.6607598960483082,103.81906451844175,117.99337318530439,125.48941068692591
23,2,24.558338109283618,1.3179670241190622,133.45010394892583,103.81906451844175,124.31602036145735
0,3,24.2074792615673,1.3321341779577418,133.7207431688655,133.45010394892583,133.19918335201532
1,3,26.179358784045704,1.0074677337608362,131.8425558047392,133.7207431688655,134.64248166026564
2,3,28.004987278980458,0.5063858717168336,125.45823969574809,131.8425558047392,132.4420258851646
3,3,29.401289100102858,0.7870381331749128,133.736090965399,125.45823969574809,148.65606447721032
4,3,28.129830611866414,1.1169269183757422,141.1418333008789,133.736090965399,155.23342886967424
5,3,29.49512789560439,1.4811861780274236,156.5394834737605,141.1418333008789,142.09946568478077
6,3,29.525054688839045,1.1318135270166683,152.34013883581528,156.5394834737605,150.92955831236694
7,3,29.17629989887163,0.7598035810641598,142.83766026673374,152.34013883581528,148.42884543036524
8,3,31.095581259203293,1.1340057030996114,147.06498235288439,142.83766026673374,145.03335001083582
9,3,28.940515616893695,1.0399853797158554,137.39295434010293,147.06498235288439,146.7006192369573
10,3,26.239116045664954,1.2798453951511437,138.4977987350864,137.39295434010293,141.16715161394674
11,3,27.21195717256738,0.6069806388269584,118.84639947601059,138.4977987350864,134.48962240710932
12,3,27.122156197012632,1.2610279025020281,135.43437358662015,118.84639947601059,126.2068408046593
13,3,24.738370035038542,1.0412665786761104,122.27107343367807,135.43437358662015,130.66973763013755
14,3,20.980630034045987,1.4629920038589947,119.82299063966714,122.27107343367807,103.2863015000267
15,3,20.980232021201015,0.8418721660386861,101.9427303495099,119.82299063966714,118.32721836157242
16,3,21.93678413026443,1.132621893133948,114.4065524050726,101.9427303495099,113.05703919721509
17,3,19.462701402935878,1.4320281055100175,111.30860413419568,114.4065524050726,89.363618588479
18,3,20.443819428146227,0.6025097279906793,94.42808290897518,111.30860413419568,115.55618113241782
19,3,20.945004921983994,1.4372284872364511,107.35853468596137,94.42808290897518,99.16147634317369
20,3,19.742942509499727,1.1878857223008135,109.50080071201943,107.35853468596137,104.87193306590524
21,3,21.40494073800546,0.5678370591051719,107.41230963625812,109.50080071201943,117.99337318530439
22,3,19.258732659930924,0.8009635669468163,109.52051430244177,107.41230963625812,103.81906451844175
23,3,22.681517133153104,1.2081720886452816,120.56699681842781,109.52051430244177,133.45010394892583
0,4,24.74743184860684,0.5673506014687717,114.03523954550377,120.56699681842781,133.7207431688655
1,4,25.046312043547754,1.0821704601762732,130.73054650987123,114.03523954550377,131.8425558047392
2,4,29.132411303931637,0.8458830569529567,132.18732742935754,130.73054650987123,125.45823969574809
3,4,27.105392527972104,1.120915517767477,139.60553892261763,132.18732742935754,133.736090965399
4,4,28.890082532225208,0.5457420338125129,134.65350061369912,139.60553892261763,141.1418333008789
5,4,29.96036970873143,1.3715368061523763,155.691533475054,134.65350061369912,156.5394834737605
6,4,31.441273289066114,1.473488969177397,157.05186373224032,155.691533475054,152.34013883581528
7,4,28.3937669802659,1.4688778552856916,150.21332807860543,157.05186373224032,142.83766026673374
8,4,30.493290771077156,1.2496518317429248,147.00592445458753,150.21332807860543,147.06498235288439
9,4,28.545766966952325,0.630086240130632,129.28368548626318,147.00592445458753,137.39295434010293
10,4,26.51849134895205,1.2582631959290227,137.52280994077998,129.28368548626318,138.4977987350864
11,4,26.756198699775876,0.5245869164588015,122.69442270020154,137.52280994077998,118.84639947601059
12,4,25.19905969557347,0.5221235515289973,118.58134430042664,122.69442270020154,135.43437358662015
13,4,23.105687897328604,0.8236102191495412,112.6858528745818,118.58134430042664,122.27107343367807
14,4,22.56980208499002,0.9886431904046658,119.39053368495192,112.6858528745818,119.82299063966714
15,4,21.079152497205506,1.2704074178077933,114.6820147355737,119.39053368495192,101.9427303495099
16,4,20.78339032632906,1.1832953766065053,111.50833226389854,114.6820147355737,114.4065524050726
17,4,20.832501543075708,0.9459027063767483,103.68216391335221,111.50833226389854,111.30860413419568
18,4,21.586016816145353,0.7736266662816659,96.3718461771052,103.68216391335221,94.42808290897518
19,4,18.932555369727808,1.4971245001577111,115.8004786688023,96.3718461771052,107.35853468596137
20,4,22.802906355734077,0.926181302235973,112.67971640962053,115.8004786688023,109.50080071201943
21,4,19.51237829454476,0.9513870243296755,105.13744659246291,112.67971640962053,107.41230963625812
22,4,22.34821490496441,0.6636238211916692,108.16987838543682,105.13744659246291,109.52051430244177
23,4,24.29422198097197,1.2948095487499294,128.4442621390296,108.16987838543682,120.56699681842781
0,5,25.280991867735032,1.1936822257814885,119.74799068044021,128.4442621390296,114.03523954550377
1,5,25.67139570569201,0.7207696127887604,116.75921608614554,119.74799068044021,130.73054650987123
2,5,27.291877749642726,0.5823810456158427,123.61417045046778,116.75921608614554,132.18732742935754
3,5,28.042532971273904,1.180499302074713,133.0032515263998,123.61417045046778,139.60553892261763
4,5,28.74076226197798,1.1545112142811353,140.11267664392292,133.0032515263998,134.65350061369912
5,5,30.679231228466364,0.7732595269982093,132.4131658459174,140.11267664392292,155.691533475054
6,5,30.357015485965047,1.4508635622504102,151.1305921642389,132.4131658459174,157.05186373224032
7,5,29.136719536184685,0.6510578917809002,130.8469307239856,151.1305921642389,150.21332807860543
8,5,30.229726894355444,0.9323348010426019,132.92100839969078,130.8469307239856,147.00592445458753
9,5,28.842833426809346,1.4436159201675989,147.12327113220766,132.92100839969078,129.28368548626318
10,5,28.31286211883896,0.9197273169261223,127.81649584580623,147.12327113220766,137.52280994077998
11,5,26.92372406743622,1.1385259476640854,126.7754002281362,127.81649584580623,122.69442270020154
12,5,24.17100498907793,0.8975943979627943,116.89560552910457,126.7754002281362,118.58134430042664
13,5,23.145723734290428,0.77421520234867,112.6334731128152,116.89560552910457,112.6858528745818
14,5,23.24729360512326,1.4839776479598283,118.1266747125079,112.6334731128152,119.39053368495192
15,5,22.07483635950073,0.909334006315043,105.45032458298077,118.1266747125079,114.6820147355737
16,5,20.64897138711366,1.3940992036791344,111.80612231095735,105.45032458298077,111.50833226389854
17,5,20.287698251863443,0.7299546058910862,97.59454718044736,111.80612231095735,103.68216391335221
18,5,21.277664895788426,0.7131047040250833,97.3467485379102,97.59454718044736,96.3718461771052
19,5,19.578799479718825,0.5311340828845114,89.01993883698722,97.3467485379102,115.8004786688023
20,5,21.216970362247846,1.151666825375885,104.32425253222284,89.01993883698722,112.67971640962053
21,5,21.26227344163337,0.8685263437237611,103.0824375950156,104.32425253222284,105.13744659246291
22,5,22.282318796772778,1.3643582498396372,113.63538555438146,103.0824375950156,108.16987838543682
23,5,24.804681626474583,0.9732099066915572,107.72131948527128,113.63538555438146,128.4442621390296
0,6,25.82541634898803,1.4681934279147217,132.3243806687435,107.72131948527128,119.74799068044021
1,6,27.10760486151324,0.6855255157031211,123.2257150113727,132.3243806687435,116.75921608614554
2,6,28.80547880715433,1.3686231679556107,132.89462366679535,123.2257150113727,123.61417045046778
3,6,28.556537747565496,1.2765968527917417,136.6868882487015,132.89462366679535,133.0032515263998
4,6,30.012079990217156,1.270921844644052,145.9603136941753,136.6868882487015,140.11267664392292
5,6,29.519362374851884,1.3447832281168877,151.7661339840673,145.9603136941753,132.4131658459174
6,6,30.324166352488444,1.261023990942999,145.9311936468631,151.7661339840673,151.1305921642389
7,6,29.699486077077655,1.1262203216314153,139.39862802598688,145.9311936468631,130.8469307239856
8,6,29.427122983914913,0.6312448776823876,129.59070823600743,139.39862802598688,132.92100839969078
9,6,29.130690931369653,0.5325261794912519,130.10760252187438,129.59070823600743,147.12327113220766
10,6,26.681779316766526,1.4208478478156867,134.84262305247316,130.10760252187438,127.81649584580623
11,6,28.386482501198067,1.116650314520738,129.29658572388536,134.84262305247316,126.7754002281362
12,6,23.993982618500297,1.2965372909761763,122.47048048997802,129.29658572388536,116.89560552910457
13,6,22.491716161699664,0.9815223515125501,109.165703077849,122.47048048997802,112.6334731128152
14,6,23.658110873500068,0.6173081889623945,105.0303964742324,109.165703077849,118.1266747125079
15,6,22.256128788030203,0.6251857922025504,104.81894098365464,105.0303964742324,105.45032458298077
16,6,21.293992798129963,1.1855652872289713,108.60827512234306,104.81894098365464,111.80612231095735
17,6,20.798716377818938,0.9303058948994627,99.78723188435758,108.60827512234306,97.59454718044736
18,6,19.987753227153085,0.7005247267003367,93.11056718156628,99.78723188435758,97.3467485379102
19,6,19.273116497068823,0.9915945467414369,94.02929323998573,93.11056718156628,89.01993883698722
20,6,20.745677539271536,0.5642089370751341,96.76460911364285,94.02929323998573,104.32425253222284
21,6,20.78730438255515,1.081971401914399,105.90945740049439,96.76460911364285,103.0824375950156
22,6,23.47511973341775,0.7689934044350977,106.78866781476556,105.90945740049439,113.63538555438146
